redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,postcode_start,city,site_type,nhs_region
university_hospitai,university_hospitai,RWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1355658,52.62555589999999,E38000097,LE1,Leicester,Acute,Midlands
nottingham_univers,nottingham_univers,RX1CC,Nottingham University Hospitals Nhs Trust - City Campus,NG5 1PB,England,-1.1570212,52.9904528,E38000132,NG5,Nottingham,Acute,Midlands
nottingham_univers,nottingham_univers,RX1RA,Nottingham University Hospitals Nhs Trust - Queen's Medical Centre Campus,NG7 2UH,England,-1.1850038,52.9435955,E38000132,NG7,Nottingham,Acute,Midlands
mid_and_south_esse,mid_and_south_esse,RAJ01,Southend Hospital,SS0 0RY,England,0.6877327999999999,51.5538593,E38000168,SS0,Southend-on-Sea,Acute,East of England
luton_and_dunstabl,luton_and_dunstabl,RC971,Luton And Dunstable Hospital,LU4 0DZ,England,-0.4746371,51.8947933,E38000102,LU4,Luton,Acute,East of England
the_queen_elizabet,the_queen_elizabet,RCX70,The Queen Elizabeth Hospital,PE30 4ET,England,0.446967,52.7566152,E38000203,PE30,West Norfolk,Acute,East of England
milton_keynes_univ,milton_keynes_univ,RD816,Milton Keynes Hospital,MK6 5LD,England,-0.7351835999999999,52.0280676,E38000107,MK6,Milton Keynes,Acute,East of England
basildon_and_thurr,basildon_and_thurr,RDDH0,Basildon University Hospital,SS16 5NL,England,0.4528707,51.5587488,E38000007,SS16,Basildon,Acute,East of England
ipswich_hospital,ipswich_hospital,RDE03,Ipswich Hospital,IP4 5PD,England,1.1981153,52.0579075,E38000086,IP4,Ipswich,Acute,East of England
east_suffolk_and_n,east_suffolk_and_n,RDEE4,Colchester General Hospital,CO4 5JL,England,0.8991194999999998,51.9102689,E38000117,CO4,Colchester,Acute,East of England
royal_papworth_hos,royal_papworth_hos,RGM21,Royal Papworth Hospital,CB2 0AY,England,0.1368829,52.1730674,E38000026,CB2,Cambridge,Acute,East of England
north_west_anglia,north_west_anglia,RGN80,Peterborough City Hospital,PE3 9GZ,England,-0.2786177,52.5848352,E38000026,PE3,Peterborough,Acute,East of England
north_west_anglia,north_west_anglia,RGN90,Hinchingbrooke Hospital,PE29 6NT,England,-0.2026619,52.3328553,E38000026,PE29,Huntingdonshire,Acute,East of England
james_paget_univer,james_paget_univer,RGP75,James Paget University Hospital,NR31 6LA,England,1.7178975,52.5618322,E38000063,NR31,Norfolk,Acute,East of England
west_suffolk_hospi,west_suffolk_hospi,RGR50,West Suffolk Hospital,IP33 2QZ,England,0.709248,52.2316146,E38000204,IP33,St Edmundsbury,Acute,East of England
addenbrookes_hospi,addenbrookes_hospi,RGT01,Addenbrooke's,CB2 0QQ,England,0.1407275,52.1751006,E38000026,CB2,Cambridge,Acute,East of England
norfolk_and_norwic,norfolk_and_norwic,RM102,Norfolk And Norwich University Hospital,NR4 7UY,England,1.2210669,52.6180858,E38000219,NR4,Norfolk,Acute,East of England
norfolk_and_suffol,norfolk_and_suffol,RMY01,Wellbeing Norfolk & Waveney,NR6 5BE,England,1.2508341,52.659654,E38000218,NR6,Norfolk,Community,East of England
mid_and_south_esse,mid_and_south_esse,RQ8L0,Broomfield Hospital,CM1 7ET,England,0.4667492,51.7744639,E38000106,CM1,Chelmsford,Acute,East of England
the_princess_alexa,the_princess_alexa,RQWG0,Princess Alexandra Hospital,CM20 1QX,England,0.0858092,51.77104989999999,E38000197,CM20,Harlow,Acute,East of England
cambridge_and_pete,cambridge_and_pete,RT113,Fulbourn Hospital,CB21 5EF,England,0.18769,52.184934,E38000026,CB21,Cambridge,Community,East of England
west_hertfordshire,west_hertfordshire,RWG02,Watford General Hospital,WD18 0HB,England,-0.4036239,51.64853799999999,E38000079,WD18,Watford,Acute,East of England
east_and_north_her,east_and_north_her,RWH01,Lister Hospital,SG1 4AB,England,-0.2126828,51.92415810000001,E38000049,SG1,Stevenage,Acute,East of England
norfolk_community,norfolk_community,RY312,Norwich Community Hospital,NR2 3TU,England,1.2624132,52.634185,E38000218,NR2,Norfolk,Community,East of England
st_bartholomews,st_bartholomews,R1H12,The Royal London Hospital,E1 1FR,England,-0.0585176,51.5182221,E38000186,E1,Tower Hamlets,Acute,London
northwick_park,northwick_park,R1K01,Northwick Park Hospital,HA1 3UJ,England,-0.3195181,51.57515009999999,E38000020,HA1,Harrow,Acute,London
northwick_park,northwick_park,R1K02,Central Middlesex Hospital,NW10 7NS,England,-0.2690778,51.530944,E38000020,NW10,Brent,Acute,London
london_north_west,london_north_west,R1K03,St Mark's Hospital,HA1 3UJ,England,-0.3202336,51.5759194,E38000020,HA1,Harrow,Acute,London
london_north_west,london_north_west,R1K04,Ealing Hospital,UB1 3HW,England,-0.3456642,51.5075825,E38000048,UB1,Ealing,Acute,London
royal_free_hospita,royal_free_hospita,RAL01,Royal Free Hospital,NW3 2QG,England,-0.1653391,51.5530368,E38000027,NW3,Camden,Acute,London
royal_free_hospita,royal_free_hospita,RAL26,Barnet Hospital,EN5 3DJ,England,-0.2144865,51.6506333,E38000005,EN5,Barnet,Acute,London
north_middlesex_un,north_middlesex_un,RAPNM,North Middlesex University Hospital,N18 1QX,England,-0.07434059999999999,51.6131219,E38000057,N18,Enfield,Acute,London
hillingdon_hospita,hillingdon_hospita,RAS01,Hillingdon Hospital,UB8 3NN,England,-0.4612385,51.5252078,E38000082,UB8,Hillingdon,Acute,London
kingston_hospital,kingston_hospital,RAX01,Kingston Hospital,KT2 7QB,England,-0.2820917,51.4150364,E38000090,KT2,Kingston upon Thames,Acute,London
barking_havering_a,barking_havering_a,RF4QH,Queen's Hospital,RM7 0AG,England,0.180049,51.5679484,E38000077,RM7,Havering,Acute,London
guys_and_st_thomas,guys_and_st_thomas,RJ122,St Thomas',SE1 7EH,England,-0.1188859,51.4991539,E38000092,SE1,Southwark,Acute,London
lewisham_and_green,lewisham_and_green,RJ224,University Hospital Lewisham,SE13 6LH,England,-0.0170139,51.45306249999999,E38000098,SE13,Lewisham,Acute,London
lewisham_and_green,lewisham_and_green,RJ231,Queen Elizabeth Hospital,SE18 4QH,England,0.0500086,51.477949,E38000066,SE18,Greenwich,Acute,London
croydon_health_ser,croydon_health_ser,RJ611,Croydon University Hospital,CR7 7YE,England,-0.1111861,51.3892939,E38000040,CR7,Croydon,Acute,London
st_georges_univers,st_georges_univers,RJ701,St George's Hospital,SW17 0QT,England,-0.1752284,51.42656299999999,E38000193,SW17,Wandsworth,Acute,London
kings_college_hosp,kings_college_hosp,RJZ01,King's College Hospital,SE5 9RS,England,-0.0938548,51.4681404,E38000092,SE5,Lambeth,Acute,London
whittington_health,whittington_health,RKEQ4,The Whittington Hospital,N19 5NF,England,-0.138456,51.5669332,E38000088,N19,Islington,Acute,London
great_ormond_stree,great_ormond_stree,RP401,Great Ormond Street Hospital,WC1N 3JH,England,-0.1207462,51.5218626,E38000027,WC1N,Camden,Acute,London
the_royal_marsden,the_royal_marsden,RPY01,The Royal Marsden Hospital (London),SW3 6JJ,England,-0.1729471,51.49097889999999,E38000202,SW3,Kensington and Chelsea,Acute,London
the_royal_marsden,the_royal_marsden,RPY02,The Royal Marsden Hospital (Surrey),SM2 5PT,England,-0.1910219,51.34344859999999,E38000179,SM2,Sutton,Acute,London
chelsea__westminst,chelsea__westminst,RQM01,Chelsea And Westminster Hospital,SW10 9NH,England,-0.1818676,51.4844841,E38000202,SW10,Kensington and Chelsea,Acute,London
homerton_universit,homerton_universit,RQXM1,Homerton University Hospital,E9 6SR,England,-0.0461232,51.5504182,E38000035,E9,Hackney,Acute,London
south_west_london,south_west_london,RQY01,Springfield University Hospital,SW17 7DJ,England,-0.1702364,51.4369932,E38000193,SW17,Wandsworth,Community,London
royal_brompton_and,royal_brompton_and,RT301,Harefield Hospital,UB9 6JH,England,-0.482717,51.60689199999999,E38000082,UB9,South Buckinghamshire,Acute,London
royal_brompton_and,royal_brompton_and,RT302,Royal Brompton Hospital,SW3 6NP,England,-0.1707358,51.489085,E38000202,SW3,Kensington and Chelsea,Acute,London
epsom__st_helier_n,epsom__st_helier_n,RVR05,St Helier Hospital,SM5 1AA,England,-0.184798,51.3804058,E38000179,SM5,Sutton,Acute,London
imperial_college_h,imperial_college_h,RYJ01,St Mary's Hospital (Hq),W2 1NY,England,-0.1742553,51.5173483,E38000202,W2,Westminster,Acute,London
imperial_college_h,imperial_college_h,RYJ02,Charing Cross Hospital,W6 8RF,England,-0.2195199,51.48688019999999,E38000070,W6,Hammersmith and Fulham,Acute,London
imperial_college_h,imperial_college_h,RYJ03,Hammersmith Hospital,W12 0HS,England,-0.2353161,51.5172373,E38000070,W12,Hammersmith and Fulham,Acute,London
bradford_teaching,bradford_teaching,RAE01,Bradford Royal Infirmary,BD9 6RJ,England,-1.7966408,53.806631,E38000019,BD9,Bradford,Acute,North East and Yorkshire
york_teaching_hosp,york_teaching_hosp,RCB55,The York Hospital,YO31 8HE,England,-1.083555,53.9699817,E38000188,YO31,York,Acute,North East and Yorkshire
york_teaching_hosp,york_teaching_hosp,RCBCA,Scarborough Hospital,YO12 6QL,England,-0.4373861,54.2815045,E38000145,YO12,North Yorkshire,Acute,North East and Yorkshire
harrogate_district,harrogate_district,RCD01,Harrogate District Hospital,HG2 7SX,England,-1.5175624,53.9937105,E38000073,HG2,Harrogate,Acute,North East and Yorkshire
airedale_general_h,airedale_general_h,RCF22,Airedale General Hospital,BD20 6TD,England,-1.964165,53.89774389999999,E38000001,BD20,Bradford,Acute,North East and Yorkshire
sheffield_children,sheffield_children,RCUEF,Sheffield Children's Hospital,S10 2TH,England,-1.490759,53.38097,E38000146,S10,Sheffield,Acute,North East and Yorkshire
barnsley_hospital,barnsley_hospital,RFFAA,Barnsley Hospital,S75 2EP,England,-1.4995888,53.5582693,E38000006,S75,Barnsley,Acute,North East and Yorkshire
the_rotherham_nhsf,the_rotherham_nhsf,RFRPA,Rotherham Hospital,S60 2UD,England,-1.3425348,53.4142658,E38000141,S60,Rotherham,Acute,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGD05,The Mount,LS2 9LN,England,-1.559968,53.8045191,E38000225,LS2,Leeds,Mental,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGDAB,Newsam Centre,LS14 6WB,England,-1.4718351,53.8047489,E38000225,LS14,Leeds,Mental,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGDBL,Becklin Centre,LS9 7BE,England,-1.5248879,53.80566280000001,E38000225,LS9,Leeds,Mental,North East and Yorkshire
leeds_and_york_par,leeds_and_york_par,RGDPL,Parkside Lodge,LS12 2AE,England,-1.589992,53.799181,E38000225,LS12,Leeds,NA,North East and Yorkshire
sheffield_teaching,sheffield_teaching,RHQHH,Royal Hallamshire Hospital,S10 2JF,England,-1.4934336,53.3785462,E38000146,S10,Sheffield,Acute,North East and Yorkshire
sheffield_teaching,sheffield_teaching,RHQNG,Northern General Hospital,S5 7AU,England,-1.4562902,53.4104758,E38000146,S5,Sheffield,Acute,North East and Yorkshire
northern_lincolnsh,northern_lincolnsh,RJL30,Diana,DN33 2BA,England,-0.0952845,53.54485440000001,E38000119,DN33,North East Lincolnshire,Acute,North East and Yorkshire
northern_lincolnsh,northern_lincolnsh,RJL32,Scunthorpe General Hospital,DN15 7BH,England,-0.6672345,53.586747,E38000122,DN15,North Lincolnshire,Acute,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNNBE,Penrith Hospital,CA11 8HX,England,-2.7430129,54.65668609999999,E38000215,CA11,Eden,Community,North East and Yorkshire
north_cumbria_inte,north_cumbria_inte,RNNCB,Cockermouth Community Hospital,CA13 9HT,England,-3.3584645,54.6671369,E38000215,CA13,Allerdale,Community,North East and Yorkshire
doncaster_and_bass,doncaster_and_bass,RP5BA,Bassetlaw Hospital,S81 0BD,England,-1.1103379,53.3165473,E38000008,S81,Bassetlaw,Acute,North East and Yorkshire
doncaster_and_bass,doncaster_and_bass,RP5DR,Doncaster Royal Infirmary,DN2 5LT,England,-1.1095729,53.5308139,E38000044,DN2,Doncaster,Acute,North East and Yorkshire
gateshead_health_n,gateshead_health_n,RR7EN,Queen Elizabeth Hospital,NE9 6SX,England,-1.5821895,54.9385771,E38000212,NE9,Gateshead,Acute,North East and Yorkshire
leeds_teaching_hos,leeds_teaching_hos,RR801,Leeds General Infirmary,LS1 3EX,England,-1.5528919,53.80254309999999,E38000225,LS1,Leeds,Acute,North East and Yorkshire
leeds_teaching_hos,leeds_teaching_hos,RR813,St James's Hospital,LS9 7TF,England,-1.5212437,53.80672430000001,E38000225,LS9,Leeds,Acute,North East and Yorkshire
the_newcastle_upon,the_newcastle_upon,RTD02,The Royal Victoria Infirmary,NE1 4LP,England,-1.6190553,54.98020570000001,E38000212,NE1,Newcastle,Acute,North East and Yorkshire
northumbria_health,northumbria_health,RTF86,Northumbria Specialist Emergency Care Hospital,NE23 6NZ,England,-1.5693347,55.0742008,E38000130,NE23,Northumberland,Acute,North East and Yorkshire
northumbria_health,northumbria_health,RTFED,Wansbeck General Hospital,NE63 9JJ,England,-1.5467146,55.1842407,E38000130,NE63,Northumberland,Acute,North East and Yorkshire
northumbria_health,northumbria_health,RTFFS,North Tyneside General Hospital,NE29 8NH,England,-1.467913,55.0254219,E38000127,NE29,North Tyneside,Acute,North East and Yorkshire
south_tees_hospita,south_tees_hospita,RTRAT,The James Cook University Hospital,TS4 3BW,England,-1.2146772,54.5512379,E38000162,TS4,Middlesbrough,Acute,North East and Yorkshire
university_hospitab,university_hospitab,RVWAE,University Hospital Of North Tees,TS19 8PE,England,-1.3472709,54.58249679999999,E38000075,TS19,Stockton-on-Tees,Acute,North East and Yorkshire
hull_university_te,hull_university_te,RWA01,Hull Royal Infirmary,HU3 2JZ,England,-0.3582799,53.74422029999999,E38000085,HU3,Kingston upon Hull,Acute,North East and Yorkshire
hull_university_te,hull_university_te,RWA16,Castle Hill Hospital,HU16 5JQ,England,-0.4438447,53.7788201,E38000052,HU16,East Riding of Yorkshire,Acute,North East and Yorkshire
calderdale_and_hud,calderdale_and_hud,RWY01,Huddersfield Royal Infirmary,HD3 3EA,England,-1.8157482,53.6552958,E38000064,HD3,Kirklees,Acute,North East and Yorkshire
cumbria_northumber,cumbria_northumber,RX4E4,St Nicholas Hospital,NE3 3XT,England,-1.6348937,55.0062898,E38000212,NE3,Newcastle,Mental,North East and Yorkshire
tees_esk_and_wear,tees_esk_and_wear,RX301,Tees,DL2 2TS,England,NA,54.54356766,E38000042,DL2,Darlington,Acute,North East and Yorkshire
rotherham_doncaste,rotherham_doncaste,RXEAA,Tickhill Road Hospital,DN4 8QN,England,-1.1459607,53.4948158,E38000044,DN4,Doncaster,Community,North East and Yorkshire
mid_yorkshire_hosp,mid_yorkshire_hosp,RXF05,Pinderfields Hospital,WF1 4DG,England,-1.4859205,53.6948876,E38000190,WF1,Wakefield,Acute,North East and Yorkshire
south_west_yorkshi,south_west_yorkshi,RXG10,Fieldhead Hospital,WF1 3SP,England,-1.492682,53.69713700000001,E38000190,WF1,Wakefield,Mental,North East and Yorkshire
university_hospita,university_hospita,RXPCP,University Hospital Of North Durham,DH1 5TW,England,-1.5933009,54.7885266,E38000116,DH1,County Durham,Acute,North East and Yorkshire
darlington_memoria,darlington_memoria,RXPDA,Darlington Memorial Hospital,DL3 6HX,England,-1.5644149,54.5310595,E38000042,DL3,Darlington,Acute,North East and Yorkshire
bradford_district,bradford_district,TAD17,Lynfield Mount Hospital,BD9 6DP,England,-1.8048051,53.8096909,E38000019,BD9,Bradford,Mental,North East and Yorkshire
sheffield_health,sheffield_health,TAHCC,The Longley Centre,S5 7JT,England,-1.4603143,53.4105182,E38000146,S5,Sheffield,Community,North East and Yorkshire
sheffield_health,sheffield_health,TAHFC,Michael Carlisle Centre,S11 9BF,England,-1.4982894,53.3607112,E38000146,S11,Sheffield,Acute,North East and Yorkshire
sheffield_health,sheffield_health,TAHXM,Forest Close,S35 0JW,England,-1.5201208,53.42097279999999,E38000146,S35,Sheffield,Community,North East and Yorkshire
sheffield_health,sheffield_health,TAHXN,Forest Lodge,S35 0JW,England,-1.519611,53.4212941,E38000146,S35,Sheffield,Community,North East and Yorkshire
sheffield_health,sheffield_health,TAHXP,Grenoside Grange,S35 8QS,England,-1.4960838,53.4363012,E38000146,S35,Sheffield,Community,North East and Yorkshire
manchester_univers,manchester_univers,R0A02,Manchester Royal Infirmary,M13 9WL,England,-2.226157,53.4628725,E38000217,M13,Manchester,Acute,North West
manchester_univers,manchester_univers,R0A03,Royal Manchester Children's Hospital,M13 9WL,England,-2.2249666,53.4601835,E38000217,M13,Manchester,Acute,North West
manchester_univers,manchester_univers,R0A07,Wythenshawe Hospital,M23 9LT,England,-2.2931686,53.3890982,E38000217,M23,Manchester,Acute,North West
manchester_univers,manchester_univers,R0A09,Trafford General Hospital,M41 5SL,England,-2.3704334,53.4537147,E38000187,M41,Trafford,Acute,North West
wirral_university,wirral_university,RBL14,Arrowe Park Hospital,CH49 5PE,England,-3.0953283,53.369813,E38000208,CH49,Wirral,Acute,North West
whiston_hospital,whiston_hospital,RBN01,Whiston Hospital,L35 5DR,England,-2.7852984,53.4213216,E38000091,L35,Knowsley,Acute,North West
royal_liverpool__b,royal_liverpool__b,RBQHQ,Liverpool Heart And Chest Hospital,L14 3PE,England,-2.8995803000000002,53.41196799999999,E38000101,L14,Liverpool,Acute,North West
mid_cheshire_hospi,mid_cheshire_hospi,RBT20,Leighton Hospital,CW1 4QJ,England,-2.4765188,53.1184442,E38000151,CW1,Cheshire East,Acute,North West
the_christie_nhsft,the_christie_nhsft,RBV01,The Christie Main Site,M20 4BX,England,-2.228165,53.4295649,E38000217,M20,Manchester,Acute,North West
aintree_university,aintree_university,REM21,Aintree University Hospital,L9 7AL,England,-2.9317603,53.4656706,E38000101,L9,Liverpool,Acute,North West
royal_liverpool__b,royal_liverpool__b,REMRQ,Royal Liverpool University Hospital,L7 8XP,England,-2.9641248,53.4093831,E38000101,L7,Liverpool,Acute,North West
clatterbridge_canc,clatterbridge_canc,REN20,The Clatterbridge Cancer Centre (Wirral),CH63 4JY,England,-3.0253293,53.3327713,E38000208,CH63,Wirral,Acute,North West
liverpool_womens_h,liverpool_womens_h,REP01,Liverpool Women's Nhs Foundation Trust,L8 7SS,England,-2.959683,53.398919,E38000101,L8,Liverpool,Acute,North West
macclesfield_distr,macclesfield_distr,RJN71,Macclesfield District General Hospital,SK10 3BL,England,-2.1416683,53.2621328,E38000056,SK10,Cheshire East,Acute,North West
countess_of_cheste,countess_of_cheste,RJR05,Countess Of Chester Hospital,CH2 1UL,England,-2.8972333,53.2098063,E38000196,CH2,Cheshire West and Chester,Acute,North West
salford_royal_nhsf,salford_royal_nhsf,RM301,Salford Royal,M6 8HD,England,-2.3238955,53.487482,E38000143,M6,Salford,Acute,North West
bolton_nhst,bolton_nhst,RMC01,Royal Bolton Hospital,BL4 0JR,England,-2.4312119,53.5532744,E38000016,BL4,Bolton,Acute,North West
tameside_hospital,tameside_hospital,RMP01,Tameside General Hospital,OL6 9RW,England,-2.0715971,53.4930995,E38000182,OL6,Tameside,Acute,North West
royal_albert_edwar,royal_albert_edwar,RRF02,Royal Albert Edward Infirmary,WN1 2NN,England,-2.6294065,53.5581785,E38000205,WN1,Wigan,Acute,North West
university_hospitaj,university_hospitaj,RTX02,Royal Lancaster Infirmary,LA1 4RP,England,-2.7995125,54.0423015,E38000228,LA1,Lancaster,Acute,North West
university_hospitaj,university_hospitaj,RTXBU,Furness General Hospital,LA14 4LF,England,-3.209166,54.136621,E38000228,LA14,Barrow-in-Furness,Acute,North West
university_hospitaj,university_hospitaj,RTXBW,Westmorland General Hospital,LA9 7RG,England,-2.732387,54.30653299999999,E38000228,LA9,South Lakeland,Acute,North West
southport_and_orms,southport_and_orms,RVY01,Southport And Formby District General Hospital,PR8 6PN,England,-2.9783424,53.6338135,E38000170,PR8,Sefton,Acute,North West
merseycare_nhs_fou,merseycare_nhs_fou,RW404,Ashworth Hospital,L31 1HW,England,-2.91282,53.5194542,E38000161,L31,Sefton,Mental,North West
fairfield_general,fairfield_general,RW601,Fairfield General Hospital,BL9 7TD,England,-2.254241,53.6007223,E38000024,BL9,Bury,Acute,North West
the_pennine_acute,the_pennine_acute,RW602,North Manchester General Hospital,M8 5RB,England,-2.2287604,53.517431,E38000217,M8,Manchester,Acute,North West
the_royal_oldham_h,the_royal_oldham_h,RW603,Royal Oldham Hospital,OL1 2JH,England,-2.1234986,53.55354999999999,E38000135,OL1,Oldham,Acute,North West
stockport_nhsft,stockport_nhsft,RWJ09,Stepping Hill Hospital,SK2 7JE,England,-2.1330712,53.3843971,E38000174,SK2,Stockport,Acute,North West
warrington_and_hal,warrington_and_hal,RWWWH,Warrington Hospital,WA5 1QG,England,-2.6108215,53.3940422,E38000194,WA5,Warrington,Acute,North West
blackpool_teaching,blackpool_teaching,RXL01,Blackpool Victoria Hospital,FY3 8NR,England,-3.0137516,53.820588,E38000015,FY3,Blackpool,Acute,North West
royal_preston_hosp,royal_preston_hosp,RXN02,Royal Preston Hospital,PR2 9HT,England,-2.7069534,53.7903928,E38000227,PR2,Preston,Acute,North West
east_lancashire_ho,east_lancashire_ho,RXR20,Royal Blackburn Hospital,BB2 3HH,England,-2.4619976,53.7353901,E38000014,BB2,Blackburn with Darwen,Acute,North West
solent_nhs_trust,solent_nhs_trust,R1C03,Western Community Hospital,SO16 4XE,England,-1.4454465,50.9243458,E38000167,SO16,Southampton,Community,South East
isle_of_wight_nhs,isle_of_wight_nhs,R1F01,St Mary's Hospital,PO30 5TG,England,-1.3013413,50.7107581,E38000087,PO30,Isle of Wight,Acute,South East
royal_surrey_nhsft,royal_surrey_nhsft,RA201,Royal Surrey County Hospital,GU2 7XX,England,-0.6085178,51.2411243,E38000214,GU2,Guildford,Acute,South East
frimley_health_nhs,frimley_health_nhs,RDU01,Frimley Park Hospital,GU16 7UJ,England,-0.7405398999999999,51.319438,E38000178,GU16,Surrey Heath,Acute,South East
frimley_health_nhs,frimley_health_nhs,RDU50,Wexham Park Hospital,SL2 4HL,England,-0.5738707,51.53200880000001,E38000224,SL2,South Buckinghamshire,Acute,South East
university_hospitad,university_hospitad,RHM01,Southampton General Hospital,SO16 5YA,England,-1.4348528,50.9353552,E38000167,SO16,Southampton,Acute,South East
portsmouth_hospita,portsmouth_hospita,RHU03,Queen Alexandra Hospital,PO6 3LY,England,-1.0708751,50.8496558,E38000137,PO6,Hampshire,Acute,South East
royal_berkshire_ho,royal_berkshire_ho,RHW01,Royal Berkshire Hospital,RG1 5AN,England,-0.9581843999999999,51.4492924,E38000221,RG1,Berkshire,Acute,South East
hampshire_hospital,hampshire_hospital,RN506,Basingstoke And North Hampshire Hospital,RG24 9NA,England,-1.1111875,51.2804613,E38000120,RG24,Hampshire,Acute,South East
hampshire_hospital,hampshire_hospital,RN541,Royal Hampshire County Hospital,SO22 5DG,England,-1.3292518,51.0617768,E38000198,SO22,Winchester,Acute,South East
dartford_and_grave,dartford_and_grave,RN707,Darent Valley Hospital,DA2 8DA,England,0.258883,51.4352521,E38000043,DA2,Dartford,Acute,South East
medway_nhsft,medway_nhsft,RPA02,Medway Maritime Hospital,ME7 5NY,England,0.5416722,51.3796444,E38000104,ME7,Medway,Acute,South East
oxford_university,oxford_university,RTH08,John Radcliffe Hospital,OX3 9DU,England,-1.2188774,51.764391,E38000136,OX3,Oxford,Acute,South East
ashford_and_st_pet,ashford_and_st_pet,RTK01,St Peter's Hospital,KT16 0PZ,England,-0.5287442,51.37692269999999,E38000128,KT16,Runnymede,Acute,South East
surrey_and_sussex,surrey_and_sussex,RTP04,East Surrey Hospital,RH1 5RH,England,-0.1624018,51.2189735,E38000054,RH1,Reigate and Banstead,Acute,South East
east_kent_hospital,east_kent_hospital,RVV01,William Harvey Hospital (Ashford),TN24 0LZ,England,0.9144713,51.1414328,E38000002,TN24,Ashford,Acute,South East
east_kent_hospital,east_kent_hospital,RVV09,Queen Elizabeth The Queen Mother Hospital,CT9 4AN,England,1.3893986940383911,51.3780517578125,E38000184,CT9,Kent,Acute,South East
east_kent_hospital,east_kent_hospital,RVVKC,Kent And Canterbury Hospital,CT1 3NG,England,1.0866394,51.2662051,E38000029,CT1,Kent,Acute,South East
southern_health_nh,southern_health_nh,RW154,Moorgreen Hospital,SO30 3JB,England,-1.3230366,50.9286512,E38000198,SO30,Eastleigh,Community,South East
maidstone_and_tunb,maidstone_and_tunb,RWF03,Maidstone Hospital,ME16 9QQ,England,0.4855781,51.2744934,E38000199,ME16,Maidstone,Acute,South East
maidstone_and_tunb,maidstone_and_tunb,RWFTW,Tunbridge Wells Hospital At Pembury,TN2 4QJ,England,0.3087044,51.1494802,E38000199,TN2,Tunbridge Wells,Acute,South East
east_sussex_health,east_sussex_health,RXC01,Conquest Hospital,TN37 7RD,England,0.5677508,50.8853813,E38000076,TN37,Hastings,Acute,South East
east_sussex_health,east_sussex_health,RXC02,Eastbourne District General Hospital,BN21 2UD,England,0.2692998,50.7864002,E38000055,BN21,Eastbourne,Acute,South East
brighton_and_susse,brighton_and_susse,RXH01,Royal Sussex County Hospital,BN2 5BE,England,-0.1182958,50.8193472,E38000021,BN2,Brighton and Hove,Acute,South East
brighton_and_susse,brighton_and_susse,RXH09,Princess Royal Hospital,RH16 4EX,England,-0.09118359999999999,50.9908199,E38000083,RH16,Mid Sussex,Acute,South East
buckinghamshire_he,buckinghamshire_he,RXQ02,Stoke Mandeville Hospital,HP21 8AL,England,-0.8011233000000001,51.79820489999999,E38000223,HP21,Aylesbury Vale,Acute,South East
buckinghamshire_he,buckinghamshire_he,RXQ50,Wycombe Hospital,HP11 2TT,England,-0.7531983999999999,51.6266246,E38000223,HP11,Wycombe,Community,South East
western_sussex_hos,western_sussex_hos,RYR16,St Richard's Hospital,PO19 6SE,England,-0.7697075,50.84400429999999,E38000213,PO19,Sussex,Acute,South East
western_sussex_hos,western_sussex_hos,RYR18,Worthing Hospital,BN11 2DH,England,-0.3636178,50.8166569,E38000213,BN11,Worthing,Acute,South East
walsall_healthcare,walsall_healthcare,RBK02,Manor Hospital,WS2 9PS,England,-1.9986992,52.5829306,E38000191,WS2,Walsall,Acute,Midlands
warwick_hospital,warwick_hospital,RJC02,Warwick Hospital,CV34 5BW,England,-1.5839237,52.2907802,E38000164,CV34,Warwick,Acute,Midlands
university_hospitak,university_hospitak,RJE01,Royal Stoke University Hospital,ST4 6QG,England,-2.2129403,53.0038144,E38000175,ST4,Staffordshire,Acute,Midlands
university_hospitak,university_hospitak,RJE09,County Hospital,ST16 3SA,England,-2.09816,52.8107173,E38000173,ST16,Staffordshire,Acute,Midlands
university_hospitag,university_hospitag,RKB01,University Hospital (Coventry),CV2 2DX,England,-1.4376872,52.4211586,E38000038,CV2,Coventry,Acute,Midlands
robert_jones__agne,robert_jones__agne,RL131,The Robert Jones And Agnes Hunt Orthopaedic Hospital,SY10 7AG,England,-3.0335905,52.88446709999999,E38000147,SY10,Shropshire,Acute,Midlands
the_royal_wolverha,the_royal_wolverha,RL403,New Cross Hospital,WV10 0QP,England,-2.0952623,52.5999433,E38000210,WV10,Wolverhampton,Acute,Midlands
hereford_hospital,hereford_hospital,RLQ01,The County Hospital,HR1 2ER,England,-2.7058348,52.0574483,E38000078,HR1,Hereford,Acute,Midlands
george_eliot_hospi,george_eliot_hospi,RLT01,George Eliot Hospital,CV10 7DJ,England,-1.4760659,52.5118749,E38000195,CV10,Nuneaton & Bedworth,Acute,Midlands
north_staffordshir,north_staffordshir,RLY88,Harplands Hospital,ST4 6RR,England,-2.2098219,53.00080089999999,E38000175,ST4,Staffordshire,Community,Midlands
