redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,postcode_start,city,nhs_region
Salford Royal NHSFT,salford_royal_nhsf,RM301,Salford Royal,M6 8HD,England,-2.3238955,53.487482,E38000143,M6,Salford,North West
Bolton NHST,bolton_nhst,RMC01,Royal Bolton Hospital,BL4 0JR,England,-2.4300561,53.5524262,E38000016,BL4,Bolton,North West
Tameside Hospital Integrated Care NHSFT,tameside_hospital,RMP01,Tameside General Hospital,OL6 9RW,England,-2.0715971,53.4930995,E38000182,OL6,Tameside,North West
Norfolk and Suffolk NHS Foundation Trust,norfolk_and_suffol,RMY01,Wellbeing Norfolk & Waveney,NR6 5SJ,England,1.2500498,52.6602058,E38000218,NR6,Norfolk,East of England
Great Western NHS FT,great_western_nhs,RN325,The Great Western Hospital,SN3 6BB,England,-1.7274933,51.5384082,E38000181,SN3,Swindon,South West
Hampshire Hospitals NHS Foundation Trust,hampshire_hospital,RN506,Basingstoke And North Hampshire Hospital,RG24 9NA,England,-1.1111343,51.2803791,E38000120,RG24,Hampshire,South East
Hampshire Hospitals NHS Foundation Trust,hampshire_hospital,RN541,Royal Hampshire County Hospital,SO22 5DG,England,-1.3292518,51.0617768,E38000198,SO22,Winchester,South East
Dartford and Gravesham NHS Trust,dartford_and_grave,RN707,Darent Valley Hospital,DA2 8DA,England,0.258883,51.4352521,E38000043,DA2,Dartford,South East
The Dudley Group NHSFT,the_dudley_group_n,RNA01,Russells Hall Hospital,DY1 2HQ,England,-2.1189906,52.50251420000001,E38000046,DY1,Dudley,Midlands
North Cumbria Integrated Care NHSFT,north_cumbria_inte,RNNBE,Penrith Hospital,CA11 8HX,England,-2.7430129,54.65668609999999,E38000215,CA11,Eden,North East and Yorkshire
North Cumbria Integrated Care NHSFT,north_cumbria_inte,RNNCB,Cockermouth Community Hospital,CA13 9HT,England,-3.3584645,54.6671369,E38000215,CA13,Allerdale,North East and Yorkshire
Kettering General Hospital NHSFT,kettering_general,RNQ51,Kettering General Hospital,NN16 8UZ,England,-0.7416706,52.4018398,E38000108,NN16,Kettering,Midlands
Northampton General Hospital NHS Trust,northampton_genera,RNS01,Northampton General Hospital (Acute),NN1 5BD,England,-0.8842779,52.23613659999999,E38000108,NN1,Northampton,Midlands
NIHR Team (Wessex),nihr_team_wessex,RNZ02,Salisbury District Hospital,SP2 8BJ,England,-1.7883697,51.0452592,E38000206,SP2,Wiltshire,South West
Doncaster and Bassetlaw Teaching Hospitals NHFT,doncaster_and_bass,RP5BA,Bassetlaw Hospital,S81 0BD,England,-1.1103379,53.3165473,E38000008,S81,Bassetlaw,North East and Yorkshire
Doncaster and Bassetlaw Teaching Hospitals NHFT,doncaster_and_bass,RP5DR,Doncaster Royal Infirmary,DN2 5LT,England,-1.1095729,53.5308139,E38000044,DN2,Doncaster,North East and Yorkshire
Great Ormond Street Hospital,great_ormond_stree,RP401,Great Ormond Street Hospital,WC1N 3JH,England,-0.1207462,51.5218626,E38000027,WC1N,Camden,London
Medway NHSFT,medway_nhsft,RPA02,Medway Maritime Hospital,ME7 5NY,England,0.5416722,51.3796444,E38000104,ME7,Medway,South East
The Royal Marsden NHST,the_royal_marsden,RPY01,The Royal Marsden Hospital (London),SW3 6JJ,England,-0.1729471,51.49097889999999,E38000202,SW3,Kensington and Chelsea,London
The Royal Marsden NHST,the_royal_marsden,RPY02,The Royal Marsden Hospital (Surrey),SM2 5PT,England,-0.1910219,51.34344859999999,E38000179,SM2,Sutton,London
Mid and South Essex University Hospitals Group,mid_and_south_esse,RQ8L0,Broomfield Hospital,CM1 7ET,England,0.4667492,51.7744639,E38000106,CM1,Chelmsford,East of England
Birmingham Women's & Children's NHS Foundation Trust,birmingham_womens,RQ301,Birmingham Children's Hospital,B4 6NH,England,-1.8937147,52.4847654,E38000220,B4,Birmingham,Midlands
Chelsea & Westminster Hospital,chelsea__westminst,RQM01,Chelsea And Westminster Hospital,SW10 9NH,England,-0.182401,51.4849533,E38000202,SW10,Kensington and Chelsea,London
The Princess Alexandra Hospital,the_princess_alexa,RQWG0,Princess Alexandra Hospital,CM20 1QX,England,0.0858092,51.77104989999999,E38000197,CM20,Harlow,East of England
Homerton University Hospital,homerton_universit,RQXM1,Homerton University Hospital,E9 6SR,England,-0.0461232,51.5504182,E38000035,E9,Hackney,London
Gateshead Health NHSFT,gateshead_health_n,RR7EN,Queen Elizabeth Hospital,NE9 6SX,England,-1.5821895,54.9385771,E38000212,NE9,Gateshead,North East and Yorkshire
Leeds Teaching Hospitals NHST,leeds_teaching_hos,RR801,Leeds General Infirmary,LS1 3EX,England,-1.5528919,53.80254309999999,E38000225,LS1,Leeds,North East and Yorkshire
Leeds Teaching Hospitals NHST,leeds_teaching_hos,RR813,St James's Hospital,LS9 7TF,England,-1.5192863,53.80674800000001,E38000225,LS9,Leeds,North East and Yorkshire
Midlands Partnership NHS Foundation Trust,midlands_partnersh,RRE11,St George's,ST16 3SR,England,-2.1089458,52.8098957,E38000173,ST16,Staffordshire,Midlands
Royal Albert Edward Infirmary,royal_albert_edwar,RRF02,Royal Albert Edward Infirmary,WN1 2NN,England,-2.6294065,53.5581785,E38000205,WN1,Wigan,North West
The Royal Orthopaedic Hospital NHS Foundation Trust,the_royal_orthopae,RRJ05,Royal Orthopaedic Hospital,B31 2AP,England,-1.9612097,52.4206157,E38000220,B31,Birmingham,Midlands
Cambridge and Peterborough NHS Foundation Trust,cambridge_and_pete,RT113,Fulbourn Hospital,CB21 5EF,England,0.18769,52.184934,E38000026,CB21,Cambridge,East of England
Royal Brompton and Harefield NHFT,royal_brompton_and,RT301,Harefield Hospital,UB9 6JH,England,-0.482717,51.60689199999999,E38000082,UB9,South Buckinghamshire,London
Royal Brompton and Harefield NHFT,royal_brompton_and,RT302,Royal Brompton Hospital,SW3 6NP,England,-0.170181,51.489249,E38000202,SW3,Kensington and Chelsea,London
The Newcastle upon Tyne Hospitals NHSFT,the_newcastle_upon,RTD02,The Royal Victoria Infirmary,NE1 4LP,England,-1.6190553,54.98020570000001,E38000212,NE1,Newcastle,North East and Yorkshire
Gloucester Royal Hospital,gloucester_royal_h,RTE03,Gloucestershire Royal Hospital,GL1 3NN,England,-2.232898,51.8660784,E38000062,GL1,Gloucester,South West
Northumbria Healthcare NHS Trust,northumbria_health,RTF86,Northumbria Specialist Emergency Care Hospital,NE23 6NZ,England,-1.5693347,55.0742008,E38000130,NE23,Northumberland,North East and Yorkshire
Northumbria Healthcare NHS Trust,northumbria_health,RTFED,Wansbeck General Hospital,NE63 9JJ,England,-1.5467146,55.1842407,E38000130,NE63,Northumberland,North East and Yorkshire
Northumbria Healthcare NHS Trust,northumbria_health,RTFFS,North Tyneside General Hospital,NE29 8NH,England,-1.467913,55.0254219,E38000127,NE29,North Tyneside,North East and Yorkshire
University Hospitals of Derby and Burton NHFT,university_hospitai,RTG02,Burton Hospital,DE13 0RB,England,-1.6561476,52.8175281,E38000053,DE13,East Staffordshire,Midlands
Oxford University Hospitals NHSFT,oxford_university,RTH08,John Radcliffe Hospital,OX3 9DU,England,-1.2188774,51.764391,E38000136,OX3,Oxford,South East
Ashford and St Peters Hospital NHSFT,ashford_and_st_pet,RTK01,St Peter's Hospital,KT16 0PZ,England,-0.5276927,51.3773496,E38000128,KT16,Runnymede,South East
Surrey and Sussex Healthcare NHST,surrey_and_sussex,RTP04,East Surrey Hospital,RH1 5RH,England,-0.1624018,51.2189735,E38000054,RH1,Reigate and Banstead,South East
Gloucestershire Health and Care NHS Foundation Trust,gloucestershire_he,RTQ01,Charlton Lane Hospital,GL53 9DZ,England,-2.0731264,51.880653,E38000062,GL53,Tewkesbury,South West
Gloucestershire Health and Care NHS Foundation Trust,gloucestershire_he,RTQ02,Wotton Lawn Hospital,GL1 3WL,England,-2.227875,51.866934,E38000062,GL1,Gloucester,South West
South Tees Hospital NHS Foundation Trust,south_tees_hospita,RTRAT,The James Cook University Hospital,TS4 3BW,England,-1.2146772,54.5512379,E38000162,TS4,Middlesbrough,North East and Yorkshire
University Hospitals Of Morecambe Bay,university_hospitak,RTX02,Royal Lancaster Infirmary,LA1 4RP,England,-2.7995125,54.0423015,E38000228,LA1,Lancaster,North West
University Hospitals Of Morecambe Bay,university_hospitak,RTXBU,Furness General Hospital,LA14 4LF,England,-3.209166,54.136621,E38000228,LA14,Barrow-in-Furness,North West
University Hospitals Of Morecambe Bay,university_hospitak,RTXBW,Westmorland General Hospital,LA9 7RG,England,-2.732387,54.30653299999999,E38000228,LA9,South Lakeland,North West
Southmead Hospital,southmead_hospital,RVJ01,Southmead Hospital,BS10 5NB,England,-2.5916111,51.4968176,E38000222,BS10,Bristol,South West
University Hospitals Bristol NHFT,university_hospitag,RVN3Q,Blackberry Hill Hospital,BS16 2EW,England,-2.5406274,51.48274199999999,E38000222,BS16,Bristol,South West
Epsom & St Helier NHSFT,epsom__st_helier_n,RVR05,St Helier Hospital,SM5 1AA,England,-0.184798,51.3804058,E38000179,SM5,Sutton,London
East Kent Hospitals NHSFT,east_kent_hospital,RVV01,William Harvey Hospital (Ashford),TN24 0LZ,England,0.9144713,51.1414328,E38000002,TN24,Ashford,South East
East Kent Hospitals NHSFT,east_kent_hospital,RVV09,Queen Elizabeth The Queen Mother Hospital,CT9 4AN,England,1.3893986940383911,51.3780517578125,E38000184,CT9,Kent,South East
East Kent Hospitals NHSFT,east_kent_hospital,RVVKC,Kent And Canterbury Hospital,CT1 3NG,England,1.0870102,51.2656432,E38000029,CT1,Kent,South East
University Hospital of North Tees,university_hospitab,RVWAE,University Hospital Of North Tees,TS19 8PE,England,-1.3472709,54.58249679999999,E38000075,TS19,Stockton-on-Tees,North East and Yorkshire
Southport and Ormskirk Hospital NHS Trust,southport_and_orms,RVY01,Southport And Formby District General Hospital,PR8 6PN,England,-2.9783424,53.6338135,E38000170,PR8,Sefton,North West
Southern Health NHS Foundation Trust,southern_health_nh,RW154,Moorgreen Hospital,SO30 3JB,England,-1.3230366,50.9286512,E38000198,SO30,Eastleigh,South East
Merseycare NHS Foundation Trust,merseycare_nhs_fou,RW404,Ashworth Hospital,L31 1HW,England,-2.91282,53.5194542,E38000161,L31,Sefton,North West
Fairfield General Hospital,fairfield_general,RW601,Fairfield General Hospital,BL9 7TD,England,-2.254241,53.6007223,E38000024,BL9,Bury,North West
The Pennine Acute Hospitals NHS Trust,the_pennine_acute,RW602,North Manchester General Hospital,M8 5RB,England,-2.2301193,53.5184925,E38000217,M8,Manchester,North West
The Royal Oldham Hospital,the_royal_oldham_h,RW603,Royal Oldham Hospital,OL1 2JH,England,-2.1234986,53.55354999999999,E38000135,OL1,Oldham,North West
Hull University Teaching Hospitals,hull_university_te,RWA01,Hull Royal Infirmary,HU3 2JZ,England,-0.3582799,53.74422029999999,E38000085,HU3,Kingston upon Hull,North East and Yorkshire
Hull University Teaching Hospitals,hull_university_te,RWA16,Castle Hill Hospital,HU16 5JQ,England,-0.4438447,53.7788201,E38000052,HU16,East Riding of Yorkshire,North East and Yorkshire
United Lincolnshire Hospital NHST,united_lincolnshir,RWDDA,Lincoln County Hospital,LN2 5QY,England,-0.518118,53.2332975,E38000100,LN2,West Lindsey,Midlands
United Lincolnshire Hospital NHST,united_lincolnshir,RWDLA,Pilgrim Hospital,PE21 9QS,England,-0.0106477,52.9907719,E38000099,PE21,Boston,Midlands
United Lincolnshire Hospital NHST,united_lincolnshir,RWDLP,Grantham And District Hospital,NG31 8DG,England,-0.6406482,52.9210011,E38000165,NG31,South Kesteven,Midlands
University Hospitals of Leicester,university_hospitaj,RWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1354407,52.6257466,E38000097,LE1,Leicester,Midlands
Maidstone and Tunbridge Wells NHST,maidstone_and_tunb,RWF03,Maidstone Hospital,ME16 9QQ,England,0.485145,51.274771200000004,E38000199,ME16,Maidstone,South East
Maidstone and Tunbridge Wells NHST,maidstone_and_tunb,RWFTW,Tunbridge Wells Hospital At Pembury,TN2 4QJ,England,0.3069464,51.1483335,E38000199,TN2,Tunbridge Wells,South East
West Hertfordshire Hospitals NHST,west_hertfordshire,RWG02,Watford General Hospital,WD18 0HB,England,-0.4032607,51.648629,E38000079,WD18,Watford,East of England
East and North Hertfordshire NHST,east_and_north_her,RWH01,Lister Hospital,SG1 4AB,England,-0.2126828,51.92415810000001,E38000049,SG1,Stevenage,East of England
Stockport NHSFT,stockport_nhsft,RWJ09,Stepping Hill Hospital,SK2 7JE,England,-2.1330712,53.3843971,E38000174,SK2,Stockport,North West
Worcestershire Acute Hospitals NHS Trust,worcestershire_acu,RWP50,Worcestershire Royal Hospital,WR5 1DD,England,-2.1811171,52.1912499,E38000166,WR5,Worcester,Midlands
Devon Partnership NHS Trust,devon_partnership,RWV62,Wonford House,EX2 5AF,England,-3.5062778,50.7153144,E38000230,EX2,Exeter,South West
Warrington and Halton Teaching Hospitals NHS Foundation Trust,warrington_and_hal,RWWWH,Warrington Hospital,WA5 1QG,England,-2.6100393,53.39386820000001,E38000194,WA5,Warrington,North West
Calderdale and Huddersfield NHS Trust,calderdale_and_hud,RWY01,Huddersfield Royal Infirmary,HD3 3EA,England,-1.8157482,53.6552958,E38000064,HD3,Kirklees,North East and Yorkshire
Nottingham University Hosptials NHS Trust,nottingham_univers,RX1CC,Nottingham University Hospitals Nhs Trust - City Campus,NG5 1PB,England,-1.1570212,52.9904528,E38000132,NG5,Nottingham,Midlands
Nottingham University Hosptials NHS Trust,nottingham_univers,RX1RA,Nottingham University Hospitals Nhs Trust - Queen's Medical Centre Campus,NG7 2UH,England,-1.1850038,52.9435955,E38000132,NG7,Nottingham,Midlands
"Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust",cumbria_northumber,RX4E4,St Nicholas Hospital,NE3 3XT,England,-1.6348937,55.0062898,E38000212,NE3,Newcastle,North East and Yorkshire
"Tees, Esk and Wear Valleys NHS Foundation Trust",tees_esk_and_wear,RX301,Tees,DL2 2TS,England,NA,54.54356766,E38000042,DL2,Darlington,North East and Yorkshire
East Sussex Healthcare NHS Trust,east_sussex_health,RXC01,Conquest Hospital,TN37 7RD,England,0.5677508,50.8853813,E38000076,TN37,Hastings,South East
East Sussex Healthcare NHS Trust,east_sussex_health,RXC02,Eastbourne District General Hospital,BN21 2UD,England,0.2692998,50.7864002,E38000055,BN21,Eastbourne,South East
Rotherham Doncaster and South Humber NHSFT,rotherham_doncaste,RXEAA,Tickhill Road Hospital,DN4 8QN,England,-1.1459607,53.4948158,E38000044,DN4,Doncaster,North East and Yorkshire
Mid Yorkshire Hospitals NHST,mid_yorkshire_hosp,RXF05,Pinderfields Hospital,WF1 4DG,England,-1.4859205,53.6948876,E38000190,WF1,Wakefield,North East and Yorkshire
South West Yorkshire Partnership NHS Foundation Trust,south_west_yorkshi,RXG10,Fieldhead Hospital,WF1 3SP,England,-1.492682,53.69713700000001,E38000190,WF1,Wakefield,North East and Yorkshire
Brighton and Sussex University Hospitals NHST,brighton_and_susse,RXH01,Royal Sussex County Hospital,BN2 5BE,England,-0.1182958,50.8193472,E38000021,BN2,Brighton and Hove,South East
Brighton and Sussex University Hospitals NHST,brighton_and_susse,RXH09,Princess Royal Hospital,RH16 4EX,England,-0.09118359999999999,50.9908199,E38000083,RH16,Mid Sussex,South East
Sandwell and West Birmingham NHST,sandwell_and_west,RXK01,Sandwell District General Hospital,B71 4HJ,England,-1.9878844,52.5273566,E38000144,B71,Sandwell,Midlands
Sandwell and West Birmingham NHST,sandwell_and_west,RXK02,City Hospital,B18 7QH,England,-1.9325148,52.4874527,E38000144,B18,Birmingham,Midlands
Blackpool Teaching Hospitals NHSFT,blackpool_teaching,RXL01,Blackpool Victoria Hospital,FY3 8NR,England,-3.0137516,53.820588,E38000015,FY3,Blackpool,North West
Royal Preston Hospital,royal_preston_hosp,RXN02,Royal Preston Hospital,PR2 9HT,England,-2.7069534,53.7903928,E38000227,PR2,Preston,North West
University Hospital of North Durham,university_hospita,RXPCP,University Hospital Of North Durham,DH1 5TW,England,-1.5933009,54.7885266,E38000116,DH1,County Durham,North East and Yorkshire
Darlington Memorial Hospital,darlington_memoria,RXPDA,Darlington Memorial Hospital,DL3 6HX,England,-1.5643608,54.530337,E38000042,DL3,Darlington,North East and Yorkshire
Buckinghamshire Healthcare NHS Trust,buckinghamshire_he,RXQ02,Stoke Mandeville Hospital,HP21 8AL,England,-0.8021389,51.7982636,E38000223,HP21,Aylesbury Vale,South East
Buckinghamshire Healthcare NHS Trust,buckinghamshire_he,RXQ50,Wycombe Hospital,HP11 2TT,England,-0.7531983999999999,51.6266246,E38000223,HP11,Wycombe,South East
East Lancashire Hospitals NHST,east_lancashire_ho,RXR20,Royal Blackburn Hospital,BB2 3HH,England,-2.4619976,53.7353901,E38000014,BB2,Blackburn with Darwen,North West
Shrewsbury & Telford Hospital NHST,shrewsbury__telfor,RXWAS,Royal Shrewsbury Hospital,SY3 8XQ,England,-2.7930191,52.7090656,E38000147,SY3,Shropshire,Midlands
Norfolk Community Health and Care NHS Trust,norfolk_community,RY312,Norwich Community Hospital,NR2 3TU,England,1.2624132,52.634185,E38000218,NR2,Norfolk,East of England
Imperial College Healthcare NHST,imperial_college_h,RYJ01,St Mary's Hospital (Hq),W2 1NY,England,-0.1742553,51.5173483,E38000202,W2,Westminster,London
Imperial College Healthcare NHST,imperial_college_h,RYJ02,Charing Cross Hospital,W6 8RF,England,-0.2207573,51.4870272,E38000070,W6,Hammersmith and Fulham,London
Imperial College Healthcare NHST,imperial_college_h,RYJ03,Hammersmith Hospital,W12 0HS,England,-0.2349784,51.5164382,E38000070,W12,Hammersmith and Fulham,London
Western Sussex Hospitals NHSFT,western_sussex_hos,RYR16,St Richard's Hospital,PO19 6SE,England,-0.7697075,50.84400429999999,E38000213,PO19,Sussex,South East
Western Sussex Hospitals NHSFT,western_sussex_hos,RYR18,Worthing Hospital,BN11 2DH,England,-0.3636178,50.8166569,E38000213,BN11,Worthing,South East
Birmingham Community Healthcare NHS Foundation Trust,birmingham_communi,RYW23,Moseley Hall Hospital,B13 8JL,England,-1.8931433,52.44595,E38000220,B13,Birmingham,Midlands
Bradford District Care NHS Foundation Trust,bradford_district,TAD17,Lynfield Mount Hospital,BD9 6DP,England,-1.8048051,53.8096909,E38000019,BD9,Bradford,North East and Yorkshire
Sheffield Health,sheffield_health,TAHCC,The Longley Centre,S5 7JT,England,-1.4603143,53.4105182,E38000146,S5,Sheffield,North East and Yorkshire
Sheffield Health,sheffield_health,TAHFC,Michael Carlisle Centre,S11 9BF,England,-1.4982894,53.3607112,E38000146,S11,Sheffield,North East and Yorkshire
Sheffield Health,sheffield_health,TAHXM,Forest Close,S35 0JW,England,-1.5201208,53.42097279999999,E38000146,S35,Sheffield,North East and Yorkshire
Sheffield Health,sheffield_health,TAHXN,Forest Lodge,S35 0JW,England,-1.519611,53.4212941,E38000146,S35,Sheffield,North East and Yorkshire
Sheffield Health,sheffield_health,TAHXP,Grenoside Grange,S35 8QS,England,-1.4960838,53.4363012,E38000146,S35,Sheffield,North East and Yorkshire
Black Country Healthcare NHS Foundation Trust,black_country_heal,TAJ52,Penn Hospital,WV4 5HN,England,-2.1591725,52.5586334,E38000210,WV4,Wolverhampton,Midlands
