redcap_data_access_group,redcap_data_access_group_unlabelled,dag_id,place_name,postcode,country,lon,lat,ccg,postcode_start,city,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg
Imperial College Healthcare NHS Trust,imperial_college_h,RYG03,Imperial College Healthcare NHS Trust,W2 1NY,England,-0.1743487,51.5178108,E38000202,W2,Westminster,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626
Coventry & Warwickshire Partnership Trust,coventry__warwicks,RYGHQ,Caludon Centre,CV2 2TE,England,-1.4452332,52.4225547,E38000038,CV2,Coventry,15422.714712471994,0.4661742691411501,15397.1326457909,0.46715314096182764,-20.036173822864438,5155.589241138305,15430,-0.13966619748867243,0.10827953661655236,0.201277687017059,0.13370613198607642,0.2274479605226858
Imperial College Healthcare NHS Trust,imperial_college_h,RYI01,Imperial College Healthcare NHS Trust,W2 1NY,England,-0.1743487,51.5178108,E38000202,W2,Westminster,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626
Calderdale and Huddersfield NHS Trust,calderdale_and_hud,RYW01,Calderdale and Huddersfield NHS Trust,HD3 3EA,England,-1.8189892,53.6557163,E38000064,HD3,Kirklees,15620.273936170213,-0.18548355365824468,15756.9036070464,-0.2156946794400293,-0.7615680321239158,7519.146586628319,14889,-0.9574643653738868,0.1072507489224365,0.22561630733838653,0.09252931436203606,0.19398671110343346
University Hospital of North Durham,university_hospita,RZPCP,University Hospital of North Durham,DH1 5TW,England,-1.5933009,54.7885266,E38000116,DH1,County Durham,15045.11870967742,-0.6125851221006452,15541.808224138791,-0.7038017993082657,2.8407808790366476,9229.67186750205,14196,-0.828753053440559,0.03702485806097135,0.18568621901067248,0.014414511912888563,0.07282179783886382
Shrewsbury & Telford Hospital NHS Trust,shrewsbury__telfor,RZWAS,Royal Shrewsbury Hospital,SY3 8XQ,England,-2.79373741149902,52.7093620300293,E38000147,SY3,Shropshire,17857.037601626016,-1.5350261804695122,17964.94175004655,-1.5920025938892461,3.995820551252773,14380.039737916568,17031,-2.216224139119048,0.009068072609912815,0.04630400909420539,0.012831192079156173,0.04348493608903436
NHS Lothian,nhs_lothian,S341H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181
NHS Lothian,nhs_lothian,SL116,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181
Mid and South Essex University Hospitals Group,mid_and_south_esseb,TAJ01,Mid and South Essex University Hospitals Group,SS1 1ND,England,0.7115468,51.5377565,E38000168,SS1,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951
University Hospitals of Leicester,university_hospitaj,TWEAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1348028,52.6278166,E38000097,LE1,Leicester,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.27612619444865766,0.47822235704535115
Bronglais General Hospital,bronglais_general,WB2AJ,Bronglais General Hospital,SY23 1ER,Wales,-4.0711821,52.4164121,W11000025,SY23,Ceredigion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prince Philip Hospital,prince_philip_hosp,WB3AL,Prince Philip Hospital,SA14 8QF,Wales,-4.134687,51.6922205,W11000025,SA14,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Withybush General Hospital,withybush_general,WF1BL,Withybush General Hospital,SA61 2PZ,Wales,-4.9664014,51.8130048,W11000025,SA61,Pembrokeshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glan Clwyd Hospital,glan_clwyd_hospita,7A1A1,Ysbyty Glan Clwyd,LL18 5UJ,Wales,-3.4971896,53.2726551,W11000023,LL18,Conwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wrexham Maelor Hospital,wrexham_maelor_hos,7A1A4,Wrexham Maelor Hospital,LL13 7TD,Wales,-3.0101803,53.0461734,W11000023,LL13,Wrexham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Betsi Cadwaladr University Health Board,betsi_cadwaladr_un,7A1AU,Ysbyty Gwynedd,LL57 2PW,Wales,-4.1577568,53.2086374,W11000023,LL57,Gwynedd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glangwili General Hospital,glangwili_general,7A2AA,Glangwili Hospital Child Health Section,SA31 2AF,Wales,-4.2833874,51.8673069,W11000025,SA31,Carmarthenshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morriston Hospital, Swansea",morriston_hospital,7A3YA,Abertawe Bro Morgannwg University Lhb Bridgend Locality Office,CF31 3TP,Wales,-3.5506886,51.5024646,W11000030,CF31,Bridgend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University Hospital of Wales,university_hospitac,7A4BV,University Hospital Of Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff and Vale University Health Board,cardiff_and_vale_u,7A4H1,Noahs Ark Childrens Hospital For Wales,CF14 4XW,Wales,-3.1889835,51.5062635,W11000029,CF14,Cardiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B1,The Royal Glamorgan Hospital,CF72 8XR,Wales,-3.3905151,51.5479884,W11000030,CF72,Rhondda Cynon Taf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cwm Taf Morgannwg University Health Board,cwm_taf_morgannwg,7A5B3,Prince Charles Hospital Site,CF47 9DT,Wales,-3.3861006,51.7643331,W11000030,CF47,Merthyr Tydfil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A111H,University Hospital Crosshouse,KA2 0BE,Scotland,-4.5401309,55.6135442,S08000015,KA2,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042
NHS Ayrshire and Arran,nhs_ayrshire_and_a,A210H,University Hospital Ayr,KA6 6DX,Scotland,-4.5939607,55.428935,S08000015,KA6,East Ayrshire,2763.195947989114,0.16912004019171453,2865.50895877039,0.027520600554020218,-2.721438976520959,770.5296568291133,2474,-0.1824050077952767,0.11401828145737894,0.2752895277646958,0.0854187181572976,0.20110405874042042
Borders General Hospital,borders_general_ho,B120H,Borders General Hospital,TD6 9BS,Scotland,-2.7419408,55.5954785,S08000016,TD6,Scottish Borders,3739.3848396501458,-1.0818369519436346,3780.8188636164045,-1.116548194244217,1.5421469492190563,2885.30625018653,3949,-1.5643524212115387,0.015702116448581716,0.05971722139281637,0.029261438482480022,0.07730745587072978
Golden Jubilee National Hospital,golden_jubilee_nat,D102H,Golden Jubilee National Hospital,G81 4DY,Scotland,-4.4203539,55.9059298,S08000031,G81,West Dunbartonshire,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444
Victoria Hospital Kirkcaldy,victoria_hospital,F701H,Cameron Hospital,KY8 5RR,Scotland,-3.0606955,56.1866783,S08000029,KY8,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891
Victoria Hospital Kirkcaldy,victoria_hospital,F704H,Victoria Hospital,KY2 5AH,Scotland,-3.1601871,56.1244623,S08000029,KY2,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891
Victoria Hospital Kirkcaldy,victoria_hospital,F708H,Adamson Hospital,KY15 4JG,Scotland,-3.0181746,56.3244035,S08000029,KY15,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891
Victoria Hospital Kirkcaldy,victoria_hospital,F716H,Glenrothes Hospital,KY7 5TG,Scotland,-3.182677,56.2049141,S08000029,KY7,Fife,3343.2624605678234,-0.23853830461798106,3479.0621603391255,-0.38991910290486476,-4.527331333156135,1536.4990339556814,3409,-0.6880317080099996,0.06556037532012438,0.19272721290258896,0.055801723050600216,0.1432731380688891
"Queen Elizabeth University Hospital, Glasgow University Hospital Monklands Airdrie",queen_elizabeth_un,G405H,Queen Elizabeth University Hospital,G51 4TF,Scotland,-4.3392518,55.8626363,S08000031,G51,Glasgow,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444
NHS Lanarkshire,nhs_lanarkshire,L106H,University Hospital Monklands,ML6 0JS,Scotland,-3.9998893,55.8657665,S08000032,ML6,North Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207
NHS Lanarkshire,nhs_lanarkshire,L302H,University Hospital Hairmyres,G75 8RG,Scotland,-4.221977,55.7594711,S08000032,G75,South Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207
NHS Lanarkshire,nhs_lanarkshire,L308H,University Hospital Wishaw,ML2 0DP,Scotland,-3.9420159,55.7736351,S08000032,ML2,North Lanarkshire,2778.1592807845986,0.2933365615804577,2906.225715836278,0.05630906767692087,30.875509094258145,1048.8514369408344,2639,-0.1633587128768112,0.11334665408595586,0.2418734158479954,0.08806805917867692,0.19695133608382207
Aberdeen Royal Infirmary,aberdeen_royal_inf,N101H,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.1372687,57.1546973,S08000020,AB25,Aberdeen,4490.255394190872,-1.2342249549338173,4585.713222780145,-1.393999439949437,-1.1689700599023176,3583.6415830668097,4838,-1.9224017029999998,0.003947072309661449,0.03522652151286271,0.041425798556901136,0.10096065938084589
NHS Lothian,nhs_lothian,S116H,Western General Hospital,EH4 2XU,Scotland,-3.2338808,55.9621052,S08000024,EH4,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181
NHS Lothian,nhs_lothian,S308H,St John's Hospital,EH54 6PP,Scotland,-3.5235687,55.8914559,S08000024,EH54,West Lothian,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181
NHS Lothian,nhs_lothian,S314H,Royal Infirmary Of Edinburgh At Little France,EH16 4SA,Scotland,-3.1347719,55.9218084,S08000024,EH16,Edinburgh,3975.010717230008,0.06383157510497389,4056.477671868329,-0.09105205787707654,2.6279955707922715,1460.3250588235692,4146,-0.2911678625132751,0.04382396538408032,0.11026029099247334,0.08003012582810048,0.1838562978811181
Ninewells Hospital,ninewells_hospital,T101H,Ninewells Hospital,DD1 9SY,Scotland,-2.9913622,56.461653,S08000030,DD1,Dundee,3568.4215308370044,-0.15259051117180614,3682.022013100884,-0.29659048375127856,9.305166512696196,1496.3227029738405,4040,-0.7941476664782605,0.07872254163023461,0.15670504447559827,0.09191623640209262,0.19743160136577456
NHS Forth Valley,nhs_forth_valley,V217H,Forth Valley Royal Hospital,FK5 4WR,Scotland,-3.8505852,56.0256532,S08000019,FK5,Falkirk,3470.6022952117137,-0.4496952210922042,3605.093204144799,-0.6186637583762885,-8.550680478967795,1279.3007082883032,3487,-1.0673094074482758,0.05612972682007805,0.14231933790876058,0.059053290270488494,0.14461378011034853
Manchester University Hospital,manchester_univers,R0A02,Manchester Royal Infirmary,M13 9WL,England,-2.2248907089233398,53.461673736572266,E38000217,M13,Manchester,6514.57908496732,3.1806041768614377,6424.496357778453,3.2831024248428524,3.1527475384167656,1375.997691862462,4181,3.6899008856153848,0.43115754074021073,0.5979504180852946,0.3301373211932574,0.5881695874003979
Manchester University Hospital,manchester_univers,R0A03,Royal Manchester Children's Hospital,M13 9WL,England,-2.2244758605957031,53.460468292236328,E38000217,M13,Manchester,6514.57908496732,3.1806041768614377,6424.496357778453,3.2831024248428524,3.1527475384167656,1375.997691862462,4181,3.6899008856153848,0.43115754074021073,0.5979504180852946,0.3301373211932574,0.5881695874003979
Manchester University Hospital,manchester_univers,R0A07,Wythenshawe Hospital,M23 9LT,England,-2.2918150424957275,53.388851165771484,E38000217,M23,Manchester,6514.57908496732,3.1806041768614377,6424.496357778453,3.2831024248428524,3.1527475384167656,1375.997691862462,4181,3.6899008856153848,0.43115754074021073,0.5979504180852946,0.3301373211932574,0.5881695874003979
Manchester University Hospital,manchester_univers,R0A09,Trafford General Hospital,M41 5SL,England,-2.370682954788208,53.454067230224609,E38000187,M41,Trafford,20299.2585499316,-0.9630903067072504,20407.228164252487,-1.0335006164985743,-1.2799281397633824,10574.54458533969,22793,-1.7787603407478718,0.05147896088764134,0.08957621657883819,0.03693650751617544,0.1146492598575325
Isle of Wight NHS Trust,isle_of_wight_nhs,R1F01,St Mary's Hospital,PO30 5TG,England,-1.3013159036636353,50.710845947265625,E38000087,PO30,Isle of Wight,13577.143776824034,-0.6569547135622318,13400.185882182765,-0.6232968987511518,12.05005317031423,9796.980351407865,12538,-0.993917693358209,0.031454091780277006,0.13239793150833545,0.012165045383864318,0.07318554948830144
St Bartholomews,st_bartholomews,R1H12,The Royal London Hospital,E1 1FR,England,-6.0150060802698135E-2,51.518699645996094,E38000186,E1,Tower Hamlets,10641.986595174263,6.031886861875335,10138.185082763952,6.329411420856224,4.55876887990017,7600.538280162467,8315.435013262604,6.946775148711253,0.006071197513136509,0.32973821659066166,0.7646671295346599,0.8834558881542612
Northwick Park,northwick_park,R1K01,Northwick Park Hospital,HA1 3UJ,England,-0.32202273607254028,51.575408935546875,E38000020,HA1,Harrow,11741.070048309179,4.175046622721014,11822.420395528583,4.109422873035936,3.2290083300466246,8234.4037198382,11819,4.120121790150943,0.05918770553521208,0.19734598132404899,0.40599599709113376,0.6514669824373982
Northwick Park,northwick_park,R1K02,Central Middlesex Hospital,NW10 7NS,England,-0.26914629340171814,51.530937194824219,E38000020,NW10,Brent,11741.070048309179,4.175046622721014,11822.420395528583,4.109422873035936,3.2290083300466246,8234.4037198382,11819,4.120121790150943,0.05918770553521208,0.19734598132404899,0.40599599709113376,0.6514669824373982
London North West University Healthcare NHS Trust,london_north_west,R1K04,Ealing Hospital,UB1 3HW,England,-0.34548112750053406,51.507606506347656,E38000048,UB1,Ealing,14189.440376569039,2.810099310040795,13904.2652896005,2.885307208889224,35.49220841459603,10046.969910308497,12764,2.7951866088960244,0.019970512543987424,0.16735756347337413,0.2112755540716622,0.46046819461720967
Royal Surrey NHSFT,royal_surrey_nhsft,RA201,Royal Surrey County Hospital,GU2 7XX,England,-0.6074482798576355,51.241016387939453,E38000214,GU2,Guildford,26442.044943820223,-1.8317859294863563,26544.382351447435,-1.8112669890232302,2.696715019512019,24058.789866484174,28463,-2.4110662064014963,0,0.015195530726256984,0,0.03432706957846623
Yeovil District Hospital,yeovil_district_ho,RA430,Yeovil District Hospital,BA21 4AT,England,-2.6346983909606934,50.944847106933594,E38000150,BA21,South Somerset,17039.952222222222,-1.5836912476572222,17164.532830036303,-1.5895896023606397,-2.4873233416954266,12044.209806450262,16875.993079584783,-2.1217034614034582,0.025239069233846317,0.0846705108949152,0.00910425456439208,0.0403738310703207
Bristol Royal Infirmary,bristol_royal_infi,RA701,Bristol Royal Infirmary,BS2 8HW,England,-2.5961246490478516,51.459186553955078,E38000222,BS2,Bristol,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995
University Hospitals Bristol NHFT,university_hospitag,RA707,St Michael's Hospital,BS2 8EG,England,-2.599376916885376,51.459136962890625,E38000222,BS2,Bristol,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995
University Hospitals Bristol NHFT,university_hospitag,RA723,Bristol Royal Hospital For Children,BS2 8BJ,England,-2.5973148345947266,51.457752227783203,E38000222,BS2,Bristol,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995
Torbay and south Devon Hospital,torbay_and_south_d,RA901,Torbay Hospital,TQ2 7AA,England,-3.5537905693054199,50.482322692871094,E38000230,TQ2,Torbay,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.025121235695599174,0.07773461687050492
Bradford Teaching Hospitals NHSFT,bradford_teaching,RAE01,Bradford Royal Infirmary,BD9 6RJ,England,-1.7946816682815552,53.805984497070313,E38000019,BD9,Bradford,9809.655384615384,0.8352080444553847,9475.031036372726,0.9566632371653848,-2.2811672660291156,2005.9592174216666,7541.919075144505,0.6143570923573485,0.28895507465473314,0.44840120218513413,0.13961549349217917,0.30029934168920264
Mid and South Essex University Hospitals Group,mid_and_south_esseb,RAJ01,Southend Hospital,SS0 0RY,England,0.68863177299499512,51.553836822509766,E38000168,SS0,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951
Royal Free Hospital,royal_free_hospita,RAL01,Royal Free Hospital,NW3 2QG,England,-0.16530923545360565,51.55322265625,E38000027,NW3,Camden,16465.98531375167,4.355710042695594,16088.619180531732,4.508217805498748,7.617352613705777,11723.505356659885,14838.499999999987,4.9320342024823525,0,0.16029463823761675,0.5123900552787082,0.6669888988735488
North Middlesex University Hospital NHST,north_middlesex_un,RAPNM,North Middlesex University Hospital,N18 1QX,England,-7.3735140264034271E-2,51.613094329833984,E38000057,N18,Enfield,12683.58453038674,2.249483983564641,12523.694766790624,2.2525239692638332,-1.3209920398570811,7878.995971003269,9903,2.3524686537875006,0.05429710752529875,0.30777108549410176,0.21236230501878606,0.41830471155261695
Hillingdon Hospital,hillingdon_hospita,RAS01,Hillingdon Hospital,UB8 3NN,England,-0.46116036176681519,51.526077270507812,E38000082,UB8,Hillingdon,17615.2319391635,0.9452373377617237,17481.53043046551,0.9897962726090401,1.5184096598876191,13778.393946898193,15580,1.194829923182796,0,0.043218123941358565,0.08286607090707318,0.23036767712166345
Kingston Hospital NHS Foundation Trust,kingston_hospital,RAX01,Kingston Hospital,KT2 7QB,England,-0.2826094925403595,51.414825439453125,E38000090,KT2,Kingston upon Thames,23355.904,0.015334095020000004,23426.7519242784,-0.09165586269523303,0.365875239403529,21049.887815443868,24659,-0.4956689857932267,0,0.010920904660752217,0.03855429214044733,0.1185430463576159
Musgrove Park Hospital,musgrove_park_hosp,RBA11,Musgrove Park Hospital,TA1 5DA,England,-3.1216795444488525,51.011577606201172,E38000150,TA1,Somerset,17039.952222222222,-1.5836912476572222,17164.532830036303,-1.5895896023606397,-2.4873233416954266,12044.209806450262,16875.993079584783,-2.1217034614034582,0.025239069233846317,0.0846705108949152,0.00910425456439208,0.0403738310703207
Dorset County Hospital NHFT,dorset_county_hosp,RBD01,Dorset County Hospital,DT1 2JY,England,-2.4469225406646729,50.712944030761719,E38000045,DT1,West Dorset,18839.683914961894,-1.2466983944829522,18849.8600157787,-1.2351436318802471,17.74191765813415,12246.112506905683,18877,-1.6938707970882352,0.030894802840166068,0.08128718713081672,0.016507154847649523,0.058352967107995396
Walsall Healthcare NHST,walsall_healthcare,RBK02,Manor Hospital,WS2 9PS,England,-1.9989091157913208,52.582332611083984,E38000191,WS2,Walsall,10950.265379975874,1.0547298891700845,10824.010860565193,1.10545965932399,19.163648434274027,3998.0840005417012,6360,1.1560526196466432,0.2756615662234566,0.5157561738135993,0.1407492119128333,0.32532312502088573
Wirral University Teaching Hospital NHFT,wirral_university,RBL14,Arrowe Park Hospital,CH49 5PE,England,-3.0968008041381836,53.36962890625,E38000208,CH49,Wirral,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.058114408833490214,0.15485501105437124
Whiston Hospital,whiston_hospital,RBN01,Whiston Hospital,L35 5DR,England,-2.7849390506744385,53.420475006103516,E38000091,L35,Knowsley,6392.957489878542,1.2369356582651823,6688.038644760201,1.0663321876333205,-332.12740144536116,595.2635783780977,4519,1.103118988691126,0.45189282556394067,0.623189597855963,0.1554289787721138,0.3052853803815125
Royal Liverpool & Broadgreen University Hospitals NHSFT,royal_liverpool__b,RBQHQ,Liverpool Heart And Chest Hospital,L14 3PE,England,-2.8979747295379639,53.411155700683594,E38000101,L14,Liverpool,6823.02398989899,2.2652371023484847,6975.550865645402,2.181793994121917,12.779332124269942,499.8389986082434,3462,2.5084938481910566,0.48335066410814403,0.6279407823504819,0.23910251599969984,0.44360065606809385
Mid Cheshire Hospital Trust,mid_cheshire_hospi,RBT20,Leighton Hospital,CW1 4QJ,England,-2.4758484363555908,53.117691040039063,E38000151,CW1,Cheshire East,19401.972366148533,-1.5385227829136443,19589.387136081266,-1.5646890414881423,-9.876390153956253,11920.034421220602,21637,-2.567587990136494,0.02963734818332451,0.13534673704469233,0.02380098278699259,0.08906578295553544
The Christie NHSFT,the_christie_nhsft,RBV01,The Christie Main Site,M20 4BX,England,-2.2301101684570313,53.429771423339844,E38000217,M20,Manchester,6514.57908496732,3.1806041768614377,6424.496357778453,3.2831024248428524,3.1527475384167656,1375.997691862462,4181,3.6899008856153848,0.43115754074021073,0.5979504180852946,0.3301373211932574,0.5881695874003979
Northern Devon Healthcare Trust,northern_devon_hea,RBZ12,North Devon District Hospital,EX31 4JB,England,-4.0504179000854492,51.092174530029297,E38000230,EX31,Exeter,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.025121235695599174,0.07773461687050492
Luton and Dunstable,luton_and_dunstabl,RC971,Luton And Dunstable Hospital,LU4 0DZ,England,-0.47441545128822327,51.894145965576172,E38000102,LU4,Luton,12357.091680814941,1.819702514023769,12142.319762205894,1.921657321500214,2.0501692247817087,8148.775930819382,11186,2.100497438112903,0.03167799371066087,0.2903184531572187,0.18500893204265728,0.3969074955339787
York Teaching Hospital NHS Foundation Trust,york_teaching_hosp,RCB55,The York Hospital,YO31 8HE,England,-1.084269642829895,53.968952178955078,E38000188,YO31,York,23065.676705048714,-1.3715854808582817,23399.589031473963,-1.3870931153106156,-1.4841716997509882,18690.41888072667,25640,-2.1590186694595372,0.008490013377672984,0.03059960537321959,0.021788994168034065,0.07427377305754149
York Teaching Hospital NHS Foundation Trust,york_teaching_hosp,RCBCA,Scarborough Hospital,YO12 6QL,England,-0.43473798036575317,54.281707763671875,E38000145,YO12,North Yorkshire,14236.59585492228,-0.4990067149248705,14156.654622298407,-0.47248768558654625,-3.298920056587628,3834.0685952863882,14921,-1.2435619662113024,0.11357802991139046,0.24547655973662014,0.05852583462574484,0.12080646477838544
Harrogate District Hospital,harrogate_district,RCD01,Harrogate District Hospital,HG2 7SX,England,-1.5175583362579346,53.993808746337891,E38000073,HG2,Harrogate,23709.165413533836,-2.0253245168872183,23965.18502049167,-2.0610155714768004,-2.8799423943462474,20445.760037606524,23595,-2.490288923210993,0.009856273239204657,0.009856273239204657,0.0010578390944390602,0.028586993013194485
Airedale General Hospital,airedale_general_h,RCF22,Airedale General Hospital,BD20 6TD,England,-1.9626796245574951,53.898017883300781,E38000001,BD20,Bradford,18764.516377649325,-1.2922889536782274,18368.69587847014,-1.2050902428642705,-1.9144957540103242,3013.6971688324415,20113,-2.147386816819355,0.14335975744559895,0.21673878027982188,0.05571803050879576,0.1357799324132268
Sheffield Children's NHS Foundation Trust,sheffield_children,RCUEF,Sheffield Children's Hospital,S10 2TH,England,-1.4906138181686401,53.380603790283203,E38000146,S10,Sheffield,13922.003302146395,0.9015169744083654,14189.184446117048,0.9412669802715858,-2.58166643658026,3195.2248393835985,13798.290697674416,0.6611775567160499,0.23296447607916076,0.34616191844370703,0.17495811455804075,0.3204335821732664
The Queen Elizabeth Hospital Kings Lynn NHS Foundation Trust,the_queen_elizabet,RCX70,The Queen Elizabeth Hospital,PE30 4ET,England,0.44669315218925476,52.756607055664062,E38000203,PE30,West Norfolk,13364.592267135326,-1.1397111765043937,13490.768114918998,-1.1119449947050142,0.7035143417783839,8915.567053818828,13471,-1.7175257730714284,0.06612430734479229,0.13814280168001977,0.033276862080730364,0.0806068306685961
Royal United Hospitals Bath NHSFT,royal_united_hospi,RD130,Royal United Hospitals,AVON,England,51.391670227050781,BA1 3NG,NA,AVON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Milton Keynes University Hospital,milton_keynes_univ,RD816,Milton Keynes Hospital,MK6 5LD,England,-0.73576653003692627,52.026374816894531,E38000107,MK6,Milton Keynes,18791.39454094293,-0.034014365682382135,18680.082113085875,-0.009764869886174896,-0.22888134214688952,9730.702700156036,20353,-0.6305525820510203,0.05286646744259201,0.11402956904687009,0.07371815036174897,0.15794668134633533
Basildon and Thurrock University Hospitals NHS,basildon_and_thurr,RDDH0,Basildon University Hospital,SS16 5NL,England,0.45057117938995361,51.557674407958984,E38000007,SS16,Basildon,18128.080100125157,-0.7236037154042553,18134.089815314917,-0.7613690631848504,5.422633461693532,9633.651347577026,18665,-1.25702295316955,0.07635289280848696,0.16526130803150368,0.03490959217728478,0.09543406234633088
